dataset,documents,queries,model,dimension,approximation,pq_subquantizers,pq_bits,low_degree,top_k,ef_search,recompute_batch,scan_limit,index_bytes,raw_document_bytes,index_over_raw_percent,dense_hnsw_index_bytes,dense_over_compact_ratio,recall_at_3,latency_ms_mean,latency_ms_p50,latency_ms_p95,exact_recomputations_mean,approximate_distances_mean,upper_layer_hops_mean,dense_hnsw_recall_at_3,dense_hnsw_latency_ms_mean,dense_hnsw_latency_ms_p95
BEIR SciFact,5183,300,nomic-embed-text-v1.5.Q4_K_M.gguf,768,pq,64,4,3,3,64,16,100000,385975,7782636,4.959438,16713632,43.302369,0.924444,1273.827155,1196.477417,1750.225584,64.000000,5238.940000,3.290000,0.996667,0.394975,0.473583
